FP1-F7 delta,FP1-F7 theta,FP1-F7 alpha,FP1-F7 beta,F7-T7 delta,F7-T7 theta,F7-T7 alpha,F7-T7 beta,T7-P7 delta,T7-P7 theta,T7-P7 alpha,T7-P7 beta,P7-O1 delta,P7-O1 theta,P7-O1 alpha,P7-O1 beta,FP1-F3 delta,FP1-F3 theta,FP1-F3 alpha,FP1-F3 beta,F3-C3 delta,F3-C3 theta,F3-C3 alpha,F3-C3 beta,C3-P3 delta,C3-P3 theta,C3-P3 alpha,C3-P3 beta,P3-O1 delta,P3-O1 theta,P3-O1 alpha,P3-O1 beta,FP2-F4 delta,FP2-F4 theta,FP2-F4 alpha,FP2-F4 beta,F4-C4 delta,F4-C4 theta,F4-C4 alpha,F4-C4 beta,C4-P4 delta,C4-P4 theta,C4-P4 alpha,C4-P4 beta,P4-O2 delta,P4-O2 theta,P4-O2 alpha,P4-O2 beta,FP2-F8 delta,FP2-F8 theta,FP2-F8 alpha,FP2-F8 beta,F8-T8 delta,F8-T8 theta,F8-T8 alpha,F8-T8 beta,T8-P8 delta,T8-P8 theta,T8-P8 alpha,T8-P8 beta,P8-O2 delta,P8-O2 theta,P8-O2 alpha,P8-O2 beta,FZ-CZ delta,FZ-CZ theta,FZ-CZ alpha,FZ-CZ beta,CZ-PZ delta,CZ-PZ theta,CZ-PZ alpha,CZ-PZ beta,P7-T7 delta,P7-T7 theta,P7-T7 alpha,P7-T7 beta,T7-FT9 delta,T7-FT9 theta,T7-FT9 alpha,T7-FT9 beta,FT9-FT10 delta,FT9-FT10 theta,FT9-FT10 alpha,FT9-FT10 beta,FT10-T8 delta,FT10-T8 theta,FT10-T8 alpha,FT10-T8 beta,C4-P4 theta vs delta,T8-P8 theta vs delta,P7-O1 theta vs delta,FT9-FT10 theta vs alpha,FT9-FT10 theta vs beta,FT9-FT10 theta vs delta,FT9-FT10 alpha vs beta,FT9-FT10 alpha vs delta,FT9-FT10 beta vs delta,day,label,file,type
765.2252782,18.46655047,10.85707362,9.465630055,79.59003525,20.10074907,7.719847312,2.156702665,27.2016879,3.001457553,4.98132772,2.802964044,38.16762163,34.99712029,2.497622764,0.552700994,575.3201259,20.82629892,9.574662676,16.76444169,96.44098159,25.8867666,10.80876101,3.680945135,53.76730788,11.51083985,8.896883014,1.569923407,179.5259565,66.85547017,4.922463549,1.584381773,196.1530459,24.32220004,7.592619246,13.6472146,73.3124236,32.64543825,5.584761928,2.472052184,36.09643093,6.648450928,7.102458802,1.481752781,106.1605581,36.42978507,4.889195322,1.368154209,228.0166967,26.40868902,5.097782103,6.26335866,115.930971,38.94834243,16.08412853,2.649855176,109.2902814,34.23688529,11.27243619,2.925976784,60.96359196,18.44177008,12.06247633,1.701808854,61.44483807,35.72040049,2.865231685,1.45449025,1987.832821,23.49232651,18.50678485,3.815891014,27.80525395,3.001512693,4.98134712,2.802964857,48.81717135,18.99213944,4.542037025,1.439600373,38.63577359,28.07952171,10.8322676,3.146050018,54.99386621,11.85488351,7.504558655,2.315149542,239.9853497,3741.758828,1335.756845,304.1648932,88.33957978,1084.874043,34.07885568,418.5130385,121.5500762,1,0,30,day
138.479447,225.0218624,50.09831433,26.48280881,69.10695247,38.00099141,11.54088253,4.452516883,57.63203058,56.85967237,9.662841906,4.609702506,73.5245093,22.27293788,9.517965156,1.404824635,241.855518,276.7527895,87.9221645,38.71491678,26.293623,93.41794188,30.06685597,5.565543378,65.49842018,76.13772436,9.869920947,2.842838302,160.0866453,38.44473377,12.53386741,2.376046703,145.5457317,176.7983095,61.3636852,26.8962785,117.8699304,51.07176038,16.71506169,3.441239121,25.94019718,101.1651665,13.65127513,1.623282204,85.57854144,88.94888015,10.47157989,1.205603421,56.78825004,114.9115854,26.74277258,11.10273227,37.46276221,26.69804883,14.07397028,5.325307915,80.71629757,102.4313617,9.533908586,4.344911639,106.1515918,130.9742647,4.794469811,1.905907712,82.27794336,84.23729283,10.74207795,2.376379434,318.5753989,221.3556418,22.26243202,3.457750373,58.95762086,56.85949932,9.662858114,4.609702784,27.37703071,16.98944873,6.735105311,2.109711617,252.2225131,260.8984508,26.52925852,5.755302588,15.4787591,17.6540051,8.523493426,3.926942887,2624.244367,8267.880271,1637.606828,6921.442449,1501.549529,65804.46292,152.6839102,6691.276255,1451.616882,1,0,30,day
24.15648398,23.71109767,11.32379312,8.623214943,23.33454511,14.96196622,4.932909693,4.005053902,41.28127223,18.53104067,6.414368645,3.480563643,21.347305,15.2480516,5.725794122,0.972239111,53.35802215,23.85651427,10.90367755,11.47306438,26.52003252,35.77178017,11.65491667,2.07616781,35.52973947,12.92639454,12.816932,1.213086133,37.18122218,42.35398973,7.360917729,1.825002146,90.82116485,42.33899635,17.55899879,7.215609599,83.52367856,22.84633236,15.38247749,1.829077824,17.32088574,6.577879039,10.14032255,1.39129598,45.65492376,43.07682903,5.294405563,1.736201995,28.56131797,20.2039676,9.822521789,5.213737474,35.18756295,16.55873252,11.33291542,5.414843465,50.12777205,27.60106608,10.94800471,5.198335668,35.60874481,14.31387104,6.309385786,1.544816407,53.17366782,50.90219983,10.77104925,1.543070364,61.76650234,21.38510934,19.84353766,3.116161999,41.59824867,18.53122649,6.414365233,3.48056362,22.0788922,15.65863838,3.076588589,2.658174142,20.38554096,10.3077102,5.809102997,4.588135334,20.39536205,6.767047404,3.918012337,3.536742526,113.9346912,1383.579949,325.5048082,59.87855022,47.29316938,210.1282485,26.65295072,118.4217071,93.53162078,1,0,30,day
3016.944003,1215.415348,136.1825542,12.78605873,886.7787184,164.9367502,6.684160847,2.764633114,180.6345082,51.59895323,8.264916235,3.617518024,72.02137191,75.38936238,16.95500712,1.409606001,842.4500361,827.0114136,105.6410776,24.81782906,247.6545542,132.6127657,27.87973359,3.115199579,22.97913941,16.83576431,13.05393297,2.717754731,102.405,26.17404901,15.82522571,4.158064668,749.7782922,484.3488726,33.70189471,22.30581447,410.4454331,173.0753866,22.97859823,3.496703922,85.00584441,46.46027706,18.24001859,3.978106491,21.91981933,29.68980078,10.75429669,2.475636453,3240.747817,608.9484025,24.48567376,7.609262723,1193.933555,140.1302466,24.07082809,7.902186095,1771.458995,319.9997741,60.11767238,10.70270894,710.8302796,332.009423,37.85463038,6.393027063,309.2290946,160.6311904,11.6410296,2.828441061,289.8568197,118.4921456,62.32144085,15.07867136,182.9431041,51.59902546,8.264907525,3.617518563,121.696584,50.35733254,4.136862031,2.212028599,10071.42581,1375.928115,58.80491126,10.10247508,538.9093692,44.20457499,15.55270762,4.550204322,3949.395083,566866.4782,5429.645306,80911.3307,13900.27949,13857557.93,594.0751506,592249.301,101746.3283,1,0,30,day
2516.940476,1157.353853,36.53019647,10.5735746,1121.4544,214.9532106,11.77153965,5.253816905,97.16052024,82.19471308,14.33808421,4.779901304,13.70604898,32.08507914,8.207427905,1.025159196,4083.537463,1360.3162,71.74811732,15.2779749,306.265645,134.0282518,9.688777096,3.153341939,192.8652706,58.4952772,10.84560094,1.239879753,186.9389342,67.77109218,17.96365048,1.930845953,1290.135838,584.5409142,20.9452935,11.98649575,146.3333269,75.97866846,10.25486331,1.896057119,52.924802,36.53886219,6.047726002,2.143429888,92.83195773,42.69502018,37.54925857,2.690333613,2900.005953,746.3162163,17.04924631,5.908410295,278.6304148,126.0784988,11.39584984,7.943808102,347.6562888,102.6582716,12.12119232,5.187841451,279.314138,70.42621888,21.85036292,2.120997709,262.5659102,96.23822879,13.74646007,2.139343035,193.6345588,90.31860235,27.15915539,5.499433326,95.03587762,82.19445995,14.33808802,4.779902931,144.9477752,18.47117201,7.720741847,4.626984334,2801.492417,312.90632,20.80753466,5.723184969,611.4443246,47.61832018,4.254291031,4.006519856,1933.812047,35689.79372,439.7596662,6510.809099,1790.820747,876604.6827,119.0853696,58292.15057,16033.45929,1,0,30,day
73.97255826,10.71732513,6.140541673,11.33755211,30.33217947,9.799210433,2.149682415,2.709983194,18.17600534,16.77639636,6.275442899,3.065957799,27.78218694,10.97891556,7.509716377,0.898964266,36.51739348,18.88327544,10.27038695,14.54287946,28.12080695,11.35018937,4.906298476,1.82322432,25.50808086,21.38740797,2.700882235,0.933843575,38.41926731,18.37030128,4.238843824,1.025775211,22.43019633,9.448727692,8.449791434,10.36805307,36.45280094,18.80282144,3.656390723,1.046762065,10.75230891,22.12725996,12.31871352,1.392869789,62.46898502,52.02849087,5.653458991,1.416565543,58.68074173,23.10588437,7.566763744,6.200354113,51.44393625,39.89873066,2.805980867,2.79863837,29.902381,21.04245437,11.29201992,3.307127732,60.46721077,38.78803978,10.27473184,0.997979767,62.74567736,32.7159151,14.15787535,1.562750192,34.77205106,51.1534711,15.02226665,2.799437623,18.12578956,16.77616959,6.27542463,3.065956847,7.054576221,7.062505546,2.421034233,2.902379239,159.3604414,29.09110839,4.498211801,3.01449602,38.71827361,30.28116673,3.364139852,1.964479875,237.9191344,629.2194877,305.0182845,130.8579671,87.69503046,4635.971874,13.55984157,716.8370181,480.3914163,1,0,30,day
61.25792134,27.75719263,4.145959945,10.60926953,16.54725487,13.72047737,5.257266497,1.568791962,36.56819698,18.61954275,6.078987892,2.25570223,29.83713531,15.06014701,4.298859876,0.794219414,52.7907268,31.12309839,7.006190125,12.44081322,32.52991751,43.71158213,16.74642998,2.315096364,25.04177903,9.098907183,7.872210741,1.215063575,32.45237961,34.55664054,7.722776913,1.392151016,27.32936076,14.80864354,6.766798861,8.885013541,64.55003991,15.17236786,5.52315832,1.156609244,38.9256283,6.36376931,2.357329584,1.168685391,87.01671815,35.25002799,6.412024599,1.382377066,25.65563659,11.79942035,5.378577324,6.411380776,50.05896343,27.99796939,3.169557788,2.499025478,103.1547821,27.73349574,6.587898608,2.239007476,42.59611799,26.70397014,3.318206126,1.17438089,27.48938318,42.77645516,18.16266842,0.926879172,37.30283101,14.48468512,7.989110467,3.048687152,35.59133717,18.61952324,6.078985093,2.255702076,9.184996045,11.95058716,3.443922746,2.05252327,43.3170079,25.79348731,11.27592604,2.19015056,31.58880969,13.86804442,2.20175838,1.579953514,247.7137187,2860.84271,449.3516441,290.8454552,56.49162068,1117.296694,24.69597573,488.4393774,94.87076911,1,0,30,day
4503.116288,1309.654439,29.19491219,9.143675265,830.1126363,129.763364,3.252464627,1.521587791,48.21598276,20.16679814,15.21238007,1.654914786,36.61558397,19.87654893,9.466032023,0.564737115,3706.33391,1201.091386,21.9290895,14.90678982,261.3944995,83.49298915,8.089686179,2.745338972,44.94149249,10.64573615,13.82613427,1.267119899,80.7324428,15.02113295,15.68651949,0.827795706,1991.048025,581.204503,21.53465377,11.94055938,283.6787874,85.25544817,7.520642739,2.787881184,82.79780566,31.11086665,10.64687647,1.569213864,10.10080932,26.12872166,31.67829048,1.091540734,2221.03073,584.2010508,25.54100536,6.667167751,948.7101819,183.4308263,14.18871143,4.646672297,291.4550636,53.54584356,12.53607337,6.045186635,41.32213,54.6112961,43.84267338,1.683581299,170.5514954,61.74437528,11.88808286,0.916958977,203.6655673,39.12228503,10.32371401,4.991366401,48.62031698,20.16699302,15.2124034,1.654914425,46.40716418,4.761996417,2.039678256,1.221713495,2546.583337,287.3320589,14.36271893,2.682633846,775.1441336,72.94656561,13.0071629,4.149117353,2575.911491,15606.20724,727.7914464,4126.869602,770.8067062,731715.0334,38.52991592,36575.8607,6831.550652,1,0,30,day
1947.886806,489.1152117,24.72739484,10.43348576,626.9460796,104.0135574,12.06512541,3.072349774,76.05960469,36.55956505,6.660345993,2.519783655,180.1511218,14.45179887,1.782570021,0.630907529,2112.433668,518.9060386,15.71741927,15.92563546,166.057187,100.3845891,35.42272094,2.470875875,170.672527,36.09373824,12.05016843,1.746075774,200.6180042,14.935067,6.758307249,1.268668798,715.8791527,199.4858743,6.521138859,13.06963866,158.9718472,67.39170979,18.91782431,2.059360322,20.68245014,20.78016122,12.40241913,1.235190177,296.5139388,32.50260467,6.910156042,1.132587881,1139.277567,205.3844254,7.890740762,7.429537624,177.8730403,53.33636916,9.829262375,5.083036319,115.0427898,31.50072485,14.88076933,5.049321532,66.14838062,19.78850682,10.90121205,1.37124944,187.0928108,100.2776897,17.50642363,1.28211517,143.4947524,31.12771699,27.30138511,4.744065876,76.61661064,36.5594947,6.66034332,2.519783941,10.85644644,7.568170765,3.301541473,2.199291906,1000.352084,79.03377234,14.14582899,3.182022769,347.832065,41.43664432,4.341626501,3.896481347,429.7846483,3623.931267,2603.507778,1117.998228,251.4872631,79061.59887,45.01234993,14150.80951,3183.143108,1,0,30,day
277.4131181,84.39265514,9.585918772,7.792082968,53.31971964,31.86495372,8.841390816,2.652895548,90.64495626,47.76435484,6.250611184,2.493317475,27.24977502,47.58227024,5.599814824,0.837204296,234.3532412,80.04221406,8.630002913,10.81382893,144.3011375,25.03977017,9.139098243,2.140733127,54.93468079,26.27766903,7.402207847,2.084756806,180.025446,52.86823642,10.34531912,1.692399085,123.9913334,34.92279676,5.841379741,7.455742517,101.094715,51.15426797,11.69892512,1.378029941,68.45484283,24.82492985,6.999411312,1.582029519,83.30842966,67.52352355,16.03389355,1.699040525,266.5483251,57.9921131,6.231095845,6.116701035,760.2568455,138.4821234,24.45904638,2.617864035,179.7416637,77.33323692,18.96480755,4.244809779,416.5082122,126.7297416,40.44348032,1.71775795,194.8723116,20.02688082,7.37494867,1.17663696,74.1015937,39.48180312,18.28255609,4.571124018,91.19347254,47.76457795,6.250608961,2.493317021,47.10446233,16.14690461,3.20862085,1.999237979,453.0560739,106.2829112,13.25172231,4.625152515,240.651014,67.60242229,17.31964362,1.995811236,1699.386671,13900.00466,1296.606159,1408.431626,491.574674,48152.11847,61.29123677,6003.773282,2095.45344,1,0,30,day
827.1870861,153.6055648,18.61082081,9.766801876,204.1233071,89.81558859,12.56233379,5.391838755,169.720787,47.90934831,9.4295974,3.888790257,75.15204862,25.56291365,7.587015794,1.401863367,298.9998224,67.21613252,18.76242416,19.1697256,91.82605084,47.11723983,15.37835078,3.930401237,63.11041273,7.461660603,6.7709785,2.31910167,26.81914021,19.43404078,4.262029979,2.192829742,98.56607908,118.9060019,33.50763815,35.02699364,105.1275576,65.30358284,7.936395028,3.77421686,66.76688089,9.476351735,12.64797728,1.100542111,36.05266692,26.08709199,11.09267916,1.566637151,181.5615,101.9227399,26.16988656,9.744104388,634.3461981,174.5113353,25.9774072,8.808791687,94.40925029,61.76073963,14.23880498,6.500227345,125.090047,69.95855452,12.13693083,2.080094598,86.62209055,58.11071776,8.150289557,1.780324302,46.74592475,19.19333913,14.93607403,3.390478225,167.1383722,47.90958505,9.429587613,3.888790689,125.7251802,37.8161366,7.900954297,3.249910245,1043.771569,238.1879601,45.79648882,5.338930976,474.6648055,156.0716337,16.5992527,6.248405191,632.7064476,5830.785126,1921.105329,10908.17225,1271.669078,248613.8208,244.5042928,47801.07299,5572.624362,1,0,30,day
227.8556862,47.54553604,12.56650627,8.169958019,130.5606432,70.64204729,17.66188584,3.029391325,14.15420452,21.18107134,6.839659395,2.632687642,23.31635701,10.77691863,5.756632758,1.019709271,139.3216399,44.59483121,19.89458152,17.99817444,42.21030237,34.30509397,5.154966223,4.090618386,20.23238436,8.696480358,4.489864931,1.454575943,18.88288799,13.25735994,13.78550553,2.069032799,56.81239056,20.24225144,2.886455441,16.51353318,48.25604791,21.66347009,5.316934255,1.596942362,19.70270324,8.759560454,2.511371112,0.85396067,35.50733822,39.39051042,9.824704327,1.216573606,100.9037154,52.05921097,14.33498967,8.728589494,194.3310379,37.92136154,5.145247664,5.856770906,123.9481969,17.3352294,6.494677217,4.562692847,35.45244243,68.3881753,5.926342093,1.198094311,43.64355626,28.79108638,3.721792756,0.967191717,52.20881804,22.1062946,6.580726794,3.420141735,14.81217199,21.18092378,6.839651674,2.63268838,13.54397937,19.68444138,5.292459538,2.365974606,658.8688404,178.2526699,26.03954367,4.82725636,112.1742953,17.7758318,4.366754423,4.719461341,172.5870201,2148.670427,251.2784822,4641.618182,860.4713345,117445.1299,125.6995528,17156.64394,3180.5288,1,0,30,day
2260.138027,1502.447074,33.95109598,11.8366269,575.9015853,144.1629346,15.93524338,5.400668431,167.7735196,22.69478391,15.97551995,5.64032562,40.01484554,50.77549516,15.17925781,5.035038506,1685.894369,1056.841238,35.52836777,26.06869183,44.91097948,64.23965676,11.14694681,5.05020104,377.3972814,66.13803571,14.20110691,1.417134805,89.100653,47.57609009,13.89106133,2.149807292,705.9545747,405.0830412,13.03539295,30.51699439,37.95660345,51.44218966,23.77226974,3.545012343,10.56916941,20.85386356,7.156457615,2.375777403,92.59952406,45.60087393,7.655941903,1.191234367,1414.071474,463.3766648,22.68231756,11.71409575,216.9962698,83.33975875,18.28906776,10.12796596,53.46091854,59.10935522,24.70764337,8.041963384,91.33557136,78.99921133,18.64655306,1.844447317,51.59793418,64.87762339,10.28696547,1.866664021,155.543619,77.91139123,21.16138796,4.637309269,166.0352614,22.6950069,15.97551542,5.640325576,48.05595137,15.1147351,6.66191146,4.343649422,2284.370541,252.1906008,13.88478535,4.398327682,856.4902306,112.7503791,11.2686731,5.208466107,220.4080168,3160.040424,2031.773596,3501.612359,1109.216901,576096.7792,61.06983576,31717.99462,10047.41019,1,0,30,day
28.14346589,9.539316263,3.908685564,16.50623149,39.94203255,12.2935818,2.289350657,6.866864567,38.42754832,14.86952969,1.958441648,5.710989739,26.17168846,32.45145422,2.457175533,0.86835603,31.95573211,11.53576716,11.86651981,23.76334206,40.61027879,15.92007543,3.801057265,3.017687235,16.72408137,12.28399338,1.829351252,0.995513095,32.35509442,19.92197626,4.321337091,1.914019499,13.80957966,14.99885156,4.57499725,11.78763482,35.11379862,7.221729568,5.037334475,1.782778221,23.65873704,18.38851965,3.546967579,1.35886346,53.20263909,29.04330724,5.454801793,1.182368855,7.004606432,8.093643542,3.880369152,8.387714893,30.66459185,10.45249825,3.410312314,7.087255431,22.57133283,15.34740587,7.789623325,7.051652228,43.2433246,44.85951166,4.615743362,1.442881034,91.58326906,34.2959923,4.530275321,1.425915903,47.36337585,16.14729065,7.945099019,2.730140193,38.26606976,14.86945073,1.958450028,5.710989942,16.00170541,5.10343928,1.60547601,6.569079132,59.78834575,15.97394844,4.941658173,3.195880537,17.18082712,6.908750307,3.51580834,7.488097434,435.049151,346.411406,849.3093499,78.93779286,51.05083092,955.0559523,15.79294918,295.4535674,191.0764105,1,0,30,day
2443.004088,1010.656194,7.615962731,6.315722009,1144.875075,193.1948055,8.637427408,6.506329692,189.0781044,73.31625759,10.42698703,7.036773266,85.59629876,38.79200906,11.02232319,1.124437485,1842.507775,893.5986499,6.471849025,15.67775189,175.2428055,117.6638909,8.103410579,2.475699457,139.5318105,25.89978855,8.334562173,1.463892501,32.39905083,30.6054539,16.27296543,2.28899719,1001.956711,443.624207,5.580606053,15.37756074,197.8178315,59.35210253,5.101434221,1.851761591,85.10985014,39.11163357,9.232956592,1.95143203,39.56409823,27.31641385,9.098113808,1.511972467,1702.295725,444.6790672,9.516948154,9.50486911,485.8228803,135.5814909,6.061860119,8.248452961,455.1004164,89.25351022,43.04821795,9.814836435,130.6010427,70.46732122,18.98687156,2.373929494,59.33878725,65.71066529,12.26823928,1.847287564,202.1957001,52.31775747,16.25617439,3.894697001,191.9318323,73.31650933,10.42695185,7.036772836,101.9114587,22.28320873,3.286636607,8.110107611,3159.54547,383.907043,9.096168336,4.36619915,661.8764643,96.66253638,7.535173953,6.902465951,3328.785272,40619.30967,3320.452397,3492.083089,1676.214605,1212971.759,39.71568246,28739.75746,13795.20475,1,0,30,day
3762.95862,1381.527243,19.91427209,11.71169248,770.4881302,105.6182083,5.566914158,2.966689676,94.728381,14.65082647,8.424971513,3.302614687,29.35169538,36.36949958,12.88401172,1.324275517,3004.704316,1039.848914,47.62182079,18.54197724,219.6307352,58.17253409,5.206002815,2.687392526,31.36156127,16.4139478,9.070835817,1.643458535,57.00165612,30.26142381,9.988863761,2.262753117,1367.075639,560.0890325,21.58787771,21.28084353,313.9611874,55.01474353,11.39895388,2.427939459,120.8055936,18.27326358,3.507636533,1.541102903,116.6114994,42.74919008,11.9003852,2.140502577,1649.100945,478.4900957,10.79882338,12.83461779,926.1799845,174.8751946,10.05289263,5.932755207,490.5986651,48.37741369,19.75498238,4.902774806,113.4563255,49.32209159,14.28212998,1.935831575,203.2316358,45.36437484,3.78731862,1.048147558,39.15563749,32.6315283,21.94715789,3.424452762,92.34591102,14.65063655,8.424964542,3.302614495,73.73203802,25.03964133,5.366895497,3.707716335,3233.955142,381.4047963,9.811854094,2.704460606,970.1312963,68.8153457,7.154910509,4.51616494,2207.512454,23733.89458,1067.506473,3742.288212,1031.494247,1233446.002,26.53577287,31731.096,8746.104283,1,0,30,day
138.8151678,36.11770213,8.781633077,6.689495997,391.1246079,153.6880417,15.97215951,2.890832112,106.2043504,24.68773777,9.597040008,2.817921944,36.68951097,32.0742362,3.36333345,1.513616181,143.4546164,81.8417536,11.12000904,12.99603368,123.1947434,35.47241202,15.43837143,1.891202062,76.87544733,36.42779762,5.010845275,1.1491431,93.47397624,36.43274888,9.495304345,2.406164521,51.43737065,49.24968737,16.58007382,11.49586559,101.117421,36.55641641,3.427920681,1.956138063,58.22249053,16.99466495,5.047287167,1.987778735,172.6107519,88.33385528,4.128772304,1.829557326,361.8992566,165.6292553,26.51670875,5.237152652,152.7737128,77.90077152,15.75612094,5.151741824,72.45612653,53.21224818,22.23302882,5.13334774,124.9538155,72.17957515,8.216754417,1.949156367,99.27441661,39.26542308,6.933807029,1.397084068,156.0311086,36.5998017,17.11724831,4.495942851,104.6823536,24.68753631,9.597050711,2.817922822,60.37129019,52.05700534,6.721772986,2.540358969,1537.396914,398.9970205,44.47699646,5.23326747,220.9242698,43.43735844,8.206786382,3.54753978,989.4717191,3855.553387,1176.788041,17746.18907,2088.058128,613416.788,232.7600187,68378.7971,8045.609259,1,0,30,day
147.0087977,59.62091976,17.44355834,7.851315747,116.0169386,36.46232504,8.149756455,1.964872502,95.34780765,79.10230435,7.026878228,1.438787638,26.72978378,33.83818838,11.93589126,1.237106632,135.1692816,59.03339292,18.9003988,13.4066765,72.89339265,49.04183789,9.302316702,1.969030895,61.13828992,44.28282678,9.906860318,1.302545473,106.1770715,59.76260578,7.149867914,1.541660482,129.7174226,76.04969353,31.41440316,12.77738336,260.0901263,98.93890525,11.69955694,1.743376797,134.8919795,45.42321374,6.41841231,1.323751117,52.35246093,49.31513802,6.04662535,1.313421495,1403.243563,175.916736,8.488421818,7.639543001,230.186823,255.8316589,18.74280154,7.480482385,1528.000989,348.7222257,30.0958603,6.980561988,371.1009181,198.8364173,7.561139461,1.084148016,355.3295085,225.2786202,35.78128668,1.383375688,63.01896252,43.48596642,20.13975905,2.349075502,96.6295268,79.10275098,7.026872083,1.43878742,75.43326435,44.39420275,4.074590918,1.587203393,3937.202503,451.6516766,30.50942692,5.193725421,176.1970991,81.8312317,13.30449357,3.771810769,6127.227217,532847.9058,904.4874589,13779.63382,2345.754794,1778244.112,158.4575862,120121.792,20448.74873,1,0,30,day
215.5719685,96.40103972,27.62370866,11.82088918,60.06090086,28.74349365,14.03073263,1.757701605,22.03640876,43.76845836,2.609007003,1.781816756,48.02982026,41.15784069,12.80673054,2.110782773,108.6662711,87.2309326,27.19647822,16.45205112,26.98067952,40.79552728,4.113093382,2.057692653,54.18727301,15.14323503,3.796996802,1.133662231,104.675489,43.91675893,14.82501198,3.014544077,53.1242056,47.24549087,33.79096736,20.52732448,309.93344,70.93488254,27.53244247,2.956644061,59.0471874,34.82554232,22.5578313,2.013139555,67.47635861,108.8338902,10.74671102,1.959270876,945.3144666,852.660513,45.57734992,7.505737534,1048.16576,349.0670377,37.56518005,9.150447833,398.9146679,451.4887059,37.87830984,4.420028778,976.0345411,1020.791714,23.62392231,1.465382345,226.3065748,222.5095192,24.72507065,1.893463248,104.2112583,20.3053079,11.38087296,2.100469995,21.90911215,43.76838654,2.609006292,1.781817338,47.84789066,72.50838269,7.470582519,1.810884129,1682.045503,1640.943165,25.38469846,5.671190833,442.4406237,268.9657083,10.63943429,3.839459394,2056.350324,180105.4672,1976.803691,41654.84743,9306.101835,2760141.071,143.9614692,42698.21789,9539.201037,1,0,30,day
395.0440526,176.8995975,22.86612082,28.38202375,656.0607301,152.2326427,18.21068734,2.537612372,111.9637666,23.44815777,8.018724189,2.322925061,32.55638402,29.99928005,6.020027164,1.50797023,125.1492912,95.65605722,26.47984759,55.40774622,67.83565588,30.95811303,6.025295726,4.789149013,35.46413645,22.636155,4.293954273,1.062494056,39.66389814,36.88915446,5.296327034,2.663835624,48.15444717,44.89619594,19.32559965,52.01153197,203.3999964,73.81226829,14.42548352,3.617276033,47.35962623,28.80482208,4.794863646,1.724069953,35.4610548,45.01112824,6.804707015,1.744367921,186.5209618,78.838147,12.48282731,22.98204796,756.419656,197.9434041,8.811927999,6.912569341,116.5891172,62.63675927,18.51641957,4.537420785,180.1684629,59.76671784,9.931893071,1.934220474,103.7734489,49.07997414,8.981623964,1.702558946,139.9537653,40.29219223,6.599407212,2.964609973,110.7263377,23.44804758,8.018723097,2.322925675,175.7682188,38.92066571,6.091054751,1.603838013,1686.316446,504.9671962,42.90607441,6.64056005,444.7430498,115.255389,4.752890886,3.917753601,1364.185607,7302.764468,976.6680816,21666.16009,3353.26499,851534.4876,284.9203636,72353.21891,11198.08562,1,0,30,day
631.692537,450.7967504,41.5301829,13.23636643,612.6066429,110.8098462,20.77070379,2.526825296,33.87595832,46.49278407,6.354763173,2.393454698,58.11510235,18.98474307,5.527284965,0.764330474,797.2302731,511.4874228,67.95376483,17.85370203,59.18668297,49.46071022,10.04049258,3.775993007,58.21793184,21.5851651,5.24040664,0.930791447,35.8065904,56.70398532,8.769472951,1.699360241,351.635807,176.6889501,32.30003294,22.73862162,61.32441702,42.28439056,6.879707713,2.938573679,48.02496351,15.34751411,5.688931246,1.406164405,47.79073634,43.5890654,13.21604522,1.890971675,942.9686835,412.8581832,16.43754184,9.40211781,195.3876301,79.93190668,12.61630924,8.24827154,234.7726474,68.99264956,18.89836703,7.471002568,112.5471068,100.563106,7.181264712,1.760931021,37.1861411,73.4243839,3.03447431,1.137246697,50.28084028,50.01184326,16.47561928,5.069890797,34.50240821,46.49297858,6.354761543,2.393453864,21.50887919,18.92212647,5.60934655,1.417355267,2076.271915,456.1002939,15.21766035,5.027193216,425.4296789,59.08689433,5.624860395,4.235270583,737.0638051,16197.58699,1103.300287,6940.779358,2292.904303,946988.2306,76.50211887,31596.0008,10437.82009,1,0,30,day
1105.681642,343.9407034,39.39871862,17.14865895,262.7739886,65.25921802,12.7434622,1.886771323,55.34885075,16.86623067,5.059819512,2.814060825,33.09768342,6.308387407,4.78213017,1.801359392,1189.950502,348.9787639,45.29720062,27.17122206,109.7868128,36.87529467,14.09705282,3.545159383,82.20710358,16.64093792,7.130038855,1.042210775,203.4478581,38.52668979,9.415235796,3.917184789,401.6995317,150.3649611,27.49812643,37.6550063,35.4019077,17.39997712,10.10572224,3.344160807,16.63805479,9.546782937,3.3684453,1.215525559,54.76747268,32.27658903,7.263950996,1.978893151,604.1778571,147.5655721,24.21444497,14.08050984,111.3260493,35.48164521,5.66628385,7.648929787,253.0018888,39.87718354,10.88865645,5.336168111,120.4331826,53.08987692,10.44208056,2.226994601,60.45665184,30.64402011,6.956964138,1.482802229,61.09442644,41.16236048,13.56024916,2.860976112,53.87439042,16.86640417,5.059820017,2.81406186,70.21149045,7.909167076,4.175662314,1.624053753,558.1970024,118.8708371,6.929145932,3.110335362,319.2317696,23.47164684,3.089270282,5.19607684,158.8398976,10089.00276,208.7930093,823.6733773,369.7281681,66353.34494,21.55196762,3867.828488,1736.179876,1,0,30,day
